,Year,Cause of death,Race,Deaths
980,2020.0,"Biliary tract, unspecified - Malignant neoplasms",Asian or Pacific Islander,19.0
981,2020.0,"Biliary tract, unspecified - Malignant neoplasms",White,61.0
982,2020.0,Head of pancreas - Malignant neoplasms,White,68.0
983,2020.0,Body of pancreas - Malignant neoplasms,White,13.0
984,2020.0,Tail of pancreas - Malignant neoplasms,White,16.0
985,2020.0,Pancreatic duct - Malignant neoplasms,White,27.0
986,2020.0,"Pancreas, unspecified - Malignant neoplasms",American Indian or Alaska Native,34.0
987,2020.0,"Pancreas, unspecified - Malignant neoplasms",Asian or Pacific Islander,597.0
988,2020.0,"Pancreas, unspecified - Malignant neoplasms",Black or African American,345.0
989,2020.0,"Pancreas, unspecified - Malignant neoplasms",White,3528.0
990,2020.0,"Intestinal tract, part unspecified - Malignant neoplasms",White,16.0
991,2020.0,Ill-defined sites within the digestive system - Malignant neoplasms,Asian or Pacific Islander,26.0
992,2020.0,Ill-defined sites within the digestive system - Malignant neoplasms,Black or African American,13.0
993,2020.0,Ill-defined sites within the digestive system - Malignant neoplasms,White,148.0
994,2020.0,Nasal cavity - Malignant neoplasms,White,14.0
995,2020.0,Maxillary sinus - Malignant neoplasms,White,13.0
996,2020.0,"Accessory sinus, unspecified - Malignant neoplasms",White,13.0
997,2020.0,Glottis - Malignant neoplasms,White,13.0
998,2020.0,Supraglottis - Malignant neoplasms,White,15.0
999,2020.0,"Larynx, unspecified - Malignant neoplasms",Asian or Pacific Islander,22.0
1000,2020.0,"Larynx, unspecified - Malignant neoplasms",Black or African American,22.0
1001,2020.0,"Larynx, unspecified - Malignant neoplasms",White,177.0
1002,2020.0,Main bronchus - Malignant neoplasms,White,18.0
1003,2020.0,"Upper lobe, bronchus or lung - Malignant neoplasms",Asian or Pacific Islander,24.0
1004,2020.0,"Upper lobe, bronchus or lung - Malignant neoplasms",Black or African American,11.0
1005,2020.0,"Upper lobe, bronchus or lung - Malignant neoplasms",White,111.0
1006,2020.0,"Middle lobe, bronchus or lung - Malignant neoplasms",White,10.0
1007,2020.0,"Lower lobe, bronchus or lung - Malignant neoplasms",Asian or Pacific Islander,12.0
1008,2020.0,"Lower lobe, bronchus or lung - Malignant neoplasms",White,71.0
1009,2020.0,"Bronchus or lung, unspecified - Malignant neoplasms",American Indian or Alaska Native,75.0
1010,2020.0,"Bronchus or lung, unspecified - Malignant neoplasms",Asian or Pacific Islander,1481.0
1011,2020.0,"Bronchus or lung, unspecified - Malignant neoplasms",Black or African American,785.0
1012,2020.0,"Bronchus or lung, unspecified - Malignant neoplasms",White,7754.0
1013,2020.0,Malignant neoplasm of thymus,Asian or Pacific Islander,18.0
1014,2020.0,Malignant neoplasm of thymus,White,35.0
1015,2020.0,"Mediastinum, part unspecified - Malignant neoplasms",White,12.0
1016,2020.0,Mandible - Malignant neoplasms,White,24.0
1017,2020.0,Vertebral column - Malignant neoplasms,White,12.0
1018,2020.0,"Bone and articular cartilage, unspecified - Malignant neoplasms",Asian or Pacific Islander,17.0
1019,2020.0,"Bone and articular cartilage, unspecified - Malignant neoplasms",Black or African American,13.0
1020,2020.0,"Bone and articular cartilage, unspecified - Malignant neoplasms",White,119.0
1021,2020.0,Malignant melanoma of other and unspecified parts of face - Malignant neoplasms,White,21.0
1022,2020.0,Malignant melanoma of scalp and neck - Malignant neoplasms,White,43.0
1023,2020.0,Malignant melanoma of trunk - Malignant neoplasms,White,46.0
1024,2020.0,"Malignant melanoma of upper limb, including shoulder - Malignant neoplasms",White,43.0
1025,2020.0,"Malignant melanoma of lower limb, including hip - Malignant neoplasms",White,41.0
1026,2020.0,"Malignant melanoma of skin, unspecified - Malignant neoplasms",Asian or Pacific Islander,13.0
1027,2020.0,"Malignant melanoma of skin, unspecified - Malignant neoplasms",White,530.0
1028,2020.0,Skin of ear and external auricular canal - Malignant neoplasms,White,13.0
1029,2020.0,Skin of other and unspecified parts of face - Malignant neoplasms,White,56.0
1030,2020.0,Skin of scalp and neck - Malignant neoplasms,White,141.0
1031,2020.0,Skin of trunk - Malignant neoplasms,White,18.0
1032,2020.0,"Skin of upper limb, including shoulder - Malignant neoplasms",White,11.0
1033,2020.0,"Skin of lower limb, including hip - Malignant neoplasms",White,10.0
1034,2020.0,"Malignant neoplasm of skin, unspecified - Malignant neoplasms",Asian or Pacific Islander,10.0
1035,2020.0,"Malignant neoplasm of skin, unspecified - Malignant neoplasms",White,195.0
1036,2020.0,Mesothelioma of pleura - Malignant neoplasms,White,40.0
1037,2020.0,Mesothelioma of peritoneum - Malignant neoplasms,White,12.0
1038,2020.0,Mesothelioma of other sites - Malignant neoplasms,White,14.0
1039,2020.0,"Mesothelioma, unspecified - Malignant neoplasms",Asian or Pacific Islander,14.0
1040,2020.0,"Mesothelioma, unspecified - Malignant neoplasms",White,163.0
1041,2020.0,Retroperitoneum - Malignant neoplasms,White,53.0
1042,2020.0,"Peritoneum, unspecified - Malignant neoplasms",Asian or Pacific Islander,25.0
1043,2020.0,"Peritoneum, unspecified - Malignant neoplasms",White,88.0
1044,2020.0,"Connective and soft tissue of head, face and neck - Malignant neoplasms",White,19.0
1045,2020.0,"Connective and soft tissue of upper limb, including shoulder - Malignant neoplasms",White,10.0
1046,2020.0,"Connective and soft tissue of lower limb, including hip - Malignant neoplasms",White,39.0
1047,2020.0,Connective and soft tissue of thorax - Malignant neoplasms,White,11.0
1048,2020.0,Connective and soft tissue of abdomen - Malignant neoplasms,Asian or Pacific Islander,16.0
1049,2020.0,Connective and soft tissue of abdomen - Malignant neoplasms,White,56.0
1050,2020.0,Connective and soft tissue of pelvis - Malignant neoplasms,White,21.0
1051,2020.0,"Connective and soft tissue, unspecified - Malignant neoplasms",Asian or Pacific Islander,57.0
1052,2020.0,"Connective and soft tissue, unspecified - Malignant neoplasms",Black or African American,27.0
1053,2020.0,"Connective and soft tissue, unspecified - Malignant neoplasms",White,265.0
1054,2020.0,"Breast, unspecified - Malignant neoplasms",American Indian or Alaska Native,28.0
1055,2020.0,"Breast, unspecified - Malignant neoplasms",Asian or Pacific Islander,585.0
1056,2020.0,"Breast, unspecified - Malignant neoplasms",Black or African American,398.0
1057,2020.0,"Breast, unspecified - Malignant neoplasms",White,3527.0
1058,2020.0,"Vulva, unspecified - Malignant neoplasms",White,111.0
1059,2020.0,Malignant neoplasm of vagina,White,34.0
1060,2020.0,Endocervix - Malignant neoplasms,White,15.0
1061,2020.0,"Cervix uteri, unspecified - Malignant neoplasms",Asian or Pacific Islander,80.0
1062,2020.0,"Cervix uteri, unspecified - Malignant neoplasms",Black or African American,39.0
1063,2020.0,"Cervix uteri, unspecified - Malignant neoplasms",White,349.0
1064,2020.0,Endometrium - Malignant neoplasms,Asian or Pacific Islander,114.0
1065,2020.0,Endometrium - Malignant neoplasms,Black or African American,77.0
1066,2020.0,Endometrium - Malignant neoplasms,White,614.0
1067,2020.0,"Malignant neoplasm of uterus, part unspecified",Asian or Pacific Islander,61.0
1068,2020.0,"Malignant neoplasm of uterus, part unspecified",Black or African American,66.0
1069,2020.0,"Malignant neoplasm of uterus, part unspecified",White,402.0
1070,2020.0,Malignant neoplasm of ovary,Asian or Pacific Islander,203.0
1071,2020.0,Malignant neoplasm of ovary,Black or African American,92.0
1072,2020.0,Malignant neoplasm of ovary,White,1229.0
1073,2020.0,Fallopian tube - Malignant neoplasms,White,50.0
1074,2020.0,"Female genital organ, unspecified - Malignant neoplasms",White,21.0
1075,2020.0,"Penis, unspecified - Malignant neoplasms",White,28.0
1076,2020.0,Malignant neoplasm of prostate,American Indian or Alaska Native,21.0
1077,2020.0,Malignant neoplasm of prostate,Asian or Pacific Islander,325.0
1078,2020.0,Malignant neoplasm of prostate,Black or African American,464.0
1079,2020.0,Malignant neoplasm of prostate,White,3014.0
1080,2020.0,"Testis, unspecified - Malignant neoplasms",White,53.0
1081,2020.0,"Malignant neoplasm of kidney, except renal pelvis",American Indian or Alaska Native,19.0
1082,2020.0,"Malignant neoplasm of kidney, except renal pelvis",Asian or Pacific Islander,138.0
1083,2020.0,"Malignant neoplasm of kidney, except renal pelvis",Black or African American,101.0
1084,2020.0,"Malignant neoplasm of kidney, except renal pelvis",White,1183.0
1085,2020.0,Malignant neoplasm of renal pelvis,White,13.0
1086,2020.0,Malignant neoplasm of ureter,White,30.0
1087,2020.0,"Bladder, unspecified - Malignant neoplasms",Asian or Pacific Islander,149.0
1088,2020.0,"Bladder, unspecified - Malignant neoplasms",Black or African American,105.0
1089,2020.0,"Bladder, unspecified - Malignant neoplasms",White,1386.0
1090,2020.0,Urethra - Malignant neoplasms,White,31.0
1091,2020.0,"Urinary organ, unspecified - Malignant neoplasms",White,22.0
1092,2020.0,Choroid - Malignant neoplasms,White,11.0
1093,2020.0,"Eye, unspecified - Malignant neoplasms",White,21.0
1094,2020.0,"Meninges, unspecified - Malignant neoplasms",White,18.0
1095,2020.0,"Cerebrum, except lobes and ventricles - Malignant neoplasms",White,11.0
1096,2020.0,Frontal lobe - Malignant neoplasms,White,42.0
1097,2020.0,Temporal lobe - Malignant neoplasms,White,24.0
1098,2020.0,Parietal lobe - Malignant neoplasms,White,24.0
1099,2020.0,Cerebellum - Malignant neoplasms,White,23.0
1100,2020.0,Brain stem - Malignant neoplasms,White,18.0
1101,2020.0,"Brain, unspecified - Malignant neoplasms",Asian or Pacific Islander,181.0
1102,2020.0,"Brain, unspecified - Malignant neoplasms",Black or African American,96.0
1103,2020.0,"Brain, unspecified - Malignant neoplasms",White,1574.0
1104,2020.0,Spinal cord - Malignant neoplasms,White,13.0
1105,2020.0,Malignant neoplasm of thyroid gland,Asian or Pacific Islander,62.0
1106,2020.0,Malignant neoplasm of thyroid gland,Black or African American,13.0
1107,2020.0,Malignant neoplasm of thyroid gland,White,198.0
1108,2020.0,"Adrenal gland, unspecified - Malignant neoplasms",White,46.0
1109,2020.0,"Head, face and neck - Malignant neoplasms",Asian or Pacific Islander,11.0
1110,2020.0,"Head, face and neck - Malignant neoplasms",White,59.0
1111,2020.0,Thorax - Malignant neoplasms,White,11.0
1112,2020.0,Abdomen - Malignant neoplasms,White,63.0
1113,2020.0,Pelvis - Malignant neoplasms,White,27.0
1114,2020.0,"Lymph node, unspecified - Malignant neoplasms",White,10.0
1115,2020.0,Secondary malignant neoplasm of lung - Malignant neoplasms,White,30.0
1116,2020.0,Secondary malignant neoplasm of retroperitoneum and peritoneum - Malignant neoplasms,Asian or Pacific Islander,12.0
1117,2020.0,Secondary malignant neoplasm of retroperitoneum and peritoneum - Malignant neoplasms,White,78.0
1118,2020.0,Secondary malignant neoplasm of liver - Malignant neoplasms,Asian or Pacific Islander,36.0
1119,2020.0,Secondary malignant neoplasm of liver - Malignant neoplasms,Black or African American,21.0
1120,2020.0,Secondary malignant neoplasm of liver - Malignant neoplasms,White,196.0
1121,2020.0,Secondary malignant neoplasm of brain and cerebral meninges - Malignant neoplasms,White,69.0
1122,2020.0,Secondary malignant neoplasm of bone and bone marrow - Malignant neoplasms,White,50.0
1123,2020.0,Secondary malignant neoplasm of other specified sites - Malignant neoplasms,Asian or Pacific Islander,22.0
1124,2020.0,Secondary malignant neoplasm of other specified sites - Malignant neoplasms,Black or African American,20.0
1125,2020.0,Secondary malignant neoplasm of other specified sites - Malignant neoplasms,White,186.0
1126,2020.0,Malignant neoplasm without specification of site,American Indian or Alaska Native,10.0
1127,2020.0,Malignant neoplasm without specification of site,Asian or Pacific Islander,259.0
1128,2020.0,Malignant neoplasm without specification of site,Black or African American,201.0
1129,2020.0,Malignant neoplasm without specification of site,White,1887.0
1130,2020.0,"Hodgkin disease, unspecified",White,116.0
1131,2020.0,"Follicular non-Hodgkin lymphoma, unspecified",White,72.0
1132,2020.0,Non-Hodgkin lymphoma small cell (diffuse),White,10.0
1133,2020.0,Non-Hodgkin lymphoma small cleaved cell (diffuse),Asian or Pacific Islander,10.0
1134,2020.0,Non-Hodgkin lymphoma small cleaved cell (diffuse),White,92.0
1135,2020.0,Non-Hodgkin lymphoma large cell (diffuse),Asian or Pacific Islander,84.0
1136,2020.0,Non-Hodgkin lymphoma large cell (diffuse),Black or African American,27.0
1137,2020.0,Non-Hodgkin lymphoma large cell (diffuse),White,405.0
1138,2020.0,Non-Hodgkin lymphoma lymphoblastic (diffuse),White,10.0
1139,2020.0,Burkitt tumor,White,12.0
1140,2020.0,Peripheral T-cell lymphoma - Malignant neoplasms,White,24.0
1141,2020.0,Other and unspecified T-cell lymphomas - Malignant neoplasms,Asian or Pacific Islander,20.0
1142,2020.0,Other and unspecified T-cell lymphomas - Malignant neoplasms,Black or African American,12.0
1143,2020.0,Other and unspecified T-cell lymphomas - Malignant neoplasms,White,74.0
1144,2020.0,"B-cell lymphoma, unspecified - Malignant neoplasms",Asian or Pacific Islander,53.0
1145,2020.0,"B-cell lymphoma, unspecified - Malignant neoplasms",Black or African American,17.0
1146,2020.0,"B-cell lymphoma, unspecified - Malignant neoplasms",White,344.0
1147,2020.0,"Non-Hodgkin lymphoma, unspecified type",Asian or Pacific Islander,108.0
1148,2020.0,"Non-Hodgkin lymphoma, unspecified type",Black or African American,36.0
1149,2020.0,"Non-Hodgkin lymphoma, unspecified type",White,665.0
1150,2020.0,Waldenstr?m macroglobulinemia,White,44.0
1151,2020.0,Multiple myeloma - Malignant neoplasms,Asian or Pacific Islander,113.0
1152,2020.0,Multiple myeloma - Malignant neoplasms,Black or African American,152.0
1153,2020.0,Multiple myeloma - Malignant neoplasms,White,1023.0
1154,2020.0,Plasma cell leukaemia - Malignant neoplasms,White,17.0
1155,2020.0,Acute lymphoblastic leukaemia - Malignant neoplasms,Asian or Pacific Islander,18.0
1156,2020.0,Acute lymphoblastic leukaemia - Malignant neoplasms,White,192.0
1157,2020.0,Chronic lymphocytic leukaemia - Malignant neoplasms,Asian or Pacific Islander,16.0
1158,2020.0,Chronic lymphocytic leukaemia - Malignant neoplasms,Black or African American,19.0
1159,2020.0,Chronic lymphocytic leukaemia - Malignant neoplasms,White,409.0
1160,2020.0,Hairy-cell leukaemia - Malignant neoplasms,White,15.0
1161,2020.0,"Lymphoid leukaemia, unspecified - Malignant neoplasms",White,18.0
1162,2020.0,Acute myeloid leukaemia - Malignant neoplasms,Asian or Pacific Islander,157.0
1163,2020.0,Acute myeloid leukaemia - Malignant neoplasms,Black or African American,68.0
1164,2020.0,Acute myeloid leukaemia - Malignant neoplasms,White,857.0
1165,2020.0,Chronic myeloid leukaemia - Malignant neoplasms,Black or African American,11.0
1166,2020.0,Chronic myeloid leukaemia - Malignant neoplasms,White,105.0
1167,2020.0,Acute promyelocytic leukaemia - Malignant neoplasms,White,11.0
1168,2020.0,Acute myelomonocytic leukaemia - Malignant neoplasms,White,17.0
1169,2020.0,Other myeloid leukaemia - Malignant neoplasms,White,64.0
1170,2020.0,"Myeloid leukaemia, unspecified - Malignant neoplasms",White,28.0
1171,2020.0,Acute leukaemia of unspecified cell type - Malignant neoplasms,White,78.0
1172,2020.0,Chronic leukaemia of unspecified cell type - Malignant neoplasms,White,10.0
1173,2020.0,"Leukaemia, unspecified - Malignant neoplasms",Asian or Pacific Islander,12.0
1174,2020.0,"Leukaemia, unspecified - Malignant neoplasms",White,141.0
1175,2020.0,Malignant neoplasms of independent (primary) multiple sites,Asian or Pacific Islander,52.0
1176,2020.0,Malignant neoplasms of independent (primary) multiple sites,Black or African American,44.0
1177,2020.0,Malignant neoplasms of independent (primary) multiple sites,White,343.0
1178,2020.0,Cerebral meninges - Benign neoplasms,Asian or Pacific Islander,11.0
1179,2020.0,Cerebral meninges - Benign neoplasms,White,23.0
1180,2020.0,"Meninges, unspecified - Benign neoplasms",Asian or Pacific Islander,15.0
1181,2020.0,"Meninges, unspecified - Benign neoplasms",White,45.0
1182,2020.0,"Brain, unspecified - Benign neoplasms",White,10.0
1183,2020.0,"Liver, gallbladder and bile ducts - Uncertain neoplasms",White,12.0
1184,2020.0,Other digestive organs - Uncertain neoplasms,White,16.0
