,Notes,State,State Code,Year,Year Code,Cause of death,Cause of death Code,Ten-Year Age Groups,Ten-Year Age Groups Code,Deaths,Population,Crude Rate
194,,Georgia,13.0,2019.0,2019.0,"Stomach, unspecified - Malignant neoplasms",C16.9,35-44 years,35-44,10.0,1380954.0,Unreliable
195,,Georgia,13.0,2019.0,2019.0,"Colon, unspecified - Malignant neoplasms",C18.9,35-44 years,35-44,30.0,1380954.0,2.2
196,,Georgia,13.0,2019.0,2019.0,"Pancreas, unspecified - Malignant neoplasms",C25.9,35-44 years,35-44,24.0,1380954.0,1.7
197,,Georgia,13.0,2019.0,2019.0,"Bronchus or lung, unspecified - Malignant neoplasms",C34.9,35-44 years,35-44,23.0,1380954.0,1.7
198,,Georgia,13.0,2019.0,2019.0,"Breast, unspecified - Malignant neoplasms",C50.9,25-34 years,25-34,13.0,1493261.0,Unreliable
199,,Georgia,13.0,2019.0,2019.0,"Breast, unspecified - Malignant neoplasms",C50.9,35-44 years,35-44,70.0,1380954.0,5.1
200,,Georgia,13.0,2019.0,2019.0,"Cervix uteri, unspecified - Malignant neoplasms",C53.9,35-44 years,35-44,30.0,1380954.0,2.2
201,,Georgia,13.0,2019.0,2019.0,Malignant neoplasm of ovary,C56,35-44 years,35-44,10.0,1380954.0,Unreliable
202,,Georgia,13.0,2019.0,2019.0,"Malignant neoplasm of kidney, except renal pelvis",C64,35-44 years,35-44,15.0,1380954.0,Unreliable
203,,Georgia,13.0,2019.0,2019.0,"Brain, unspecified - Malignant neoplasms",C71.9,25-34 years,25-34,15.0,1493261.0,Unreliable
204,,Georgia,13.0,2019.0,2019.0,"Brain, unspecified - Malignant neoplasms",C71.9,35-44 years,35-44,15.0,1380954.0,Unreliable
205,,Georgia,13.0,2019.0,2019.0,Malignant neoplasm without specification of site,C80,35-44 years,35-44,25.0,1380954.0,1.8
206,,Georgia,13.0,2020.0,2020.0,"Stomach, unspecified - Malignant neoplasms",C16.9,35-44 years,35-44,11.0,1394847.0,Unreliable
207,,Georgia,13.0,2020.0,2020.0,"Colon, unspecified - Malignant neoplasms",C18.9,35-44 years,35-44,36.0,1394847.0,2.6
208,,Georgia,13.0,2020.0,2020.0,"Bronchus or lung, unspecified - Malignant neoplasms",C34.9,35-44 years,35-44,26.0,1394847.0,1.9
209,,Georgia,13.0,2020.0,2020.0,"Breast, unspecified - Malignant neoplasms",C50.9,25-34 years,25-34,13.0,1506359.0,Unreliable
210,,Georgia,13.0,2020.0,2020.0,"Breast, unspecified - Malignant neoplasms",C50.9,35-44 years,35-44,61.0,1394847.0,4.4
211,,Georgia,13.0,2020.0,2020.0,"Cervix uteri, unspecified - Malignant neoplasms",C53.9,35-44 years,35-44,20.0,1394847.0,1.4
212,,Georgia,13.0,2020.0,2020.0,Malignant neoplasm of ovary,C56,35-44 years,35-44,12.0,1394847.0,Unreliable
213,,Georgia,13.0,2020.0,2020.0,"Brain, unspecified - Malignant neoplasms",C71.9,25-34 years,25-34,14.0,1506359.0,Unreliable
214,,Georgia,13.0,2020.0,2020.0,"Brain, unspecified - Malignant neoplasms",C71.9,35-44 years,35-44,24.0,1394847.0,1.7
215,,Georgia,13.0,2020.0,2020.0,Malignant neoplasm without specification of site,C80,35-44 years,35-44,23.0,1394847.0,1.6
216,,Hawaii,15.0,2019.0,2019.0,"Breast, unspecified - Malignant neoplasms",C50.9,35-44 years,35-44,10.0,181803.0,Unreliable
217,,Idaho,16.0,2019.0,2019.0,"Breast, unspecified - Malignant neoplasms",C50.9,35-44 years,35-44,11.0,227172.0,Unreliable
218,,Illinois,17.0,2019.0,2019.0,"Oesophagus, unspecified - Malignant neoplasms",C15.9,35-44 years,35-44,10.0,1637135.0,Unreliable
219,,Illinois,17.0,2019.0,2019.0,"Stomach, unspecified - Malignant neoplasms",C16.9,35-44 years,35-44,16.0,1637135.0,Unreliable
220,,Illinois,17.0,2019.0,2019.0,"Colon, unspecified - Malignant neoplasms",C18.9,35-44 years,35-44,31.0,1637135.0,1.9
221,,Illinois,17.0,2019.0,2019.0,Intrahepatic bile duct carcinoma - Malignant neoplasms,C22.1,35-44 years,35-44,10.0,1637135.0,Unreliable
222,,Illinois,17.0,2019.0,2019.0,"Pancreas, unspecified - Malignant neoplasms",C25.9,35-44 years,35-44,15.0,1637135.0,Unreliable
223,,Illinois,17.0,2019.0,2019.0,"Bronchus or lung, unspecified - Malignant neoplasms",C34.9,35-44 years,35-44,30.0,1637135.0,1.8
224,,Illinois,17.0,2019.0,2019.0,"Connective and soft tissue, unspecified - Malignant neoplasms",C49.9,25-34 years,25-34,10.0,1758096.0,Unreliable
225,,Illinois,17.0,2019.0,2019.0,"Breast, unspecified - Malignant neoplasms",C50.9,25-34 years,25-34,18.0,1758096.0,Unreliable
226,,Illinois,17.0,2019.0,2019.0,"Breast, unspecified - Malignant neoplasms",C50.9,35-44 years,35-44,80.0,1637135.0,4.9
227,,Illinois,17.0,2019.0,2019.0,"Cervix uteri, unspecified - Malignant neoplasms",C53.9,35-44 years,35-44,17.0,1637135.0,Unreliable
228,,Illinois,17.0,2019.0,2019.0,Malignant neoplasm of ovary,C56,35-44 years,35-44,11.0,1637135.0,Unreliable
229,,Illinois,17.0,2019.0,2019.0,"Malignant neoplasm of kidney, except renal pelvis",C64,35-44 years,35-44,11.0,1637135.0,Unreliable
230,,Illinois,17.0,2019.0,2019.0,"Brain, unspecified - Malignant neoplasms",C71.9,25-34 years,25-34,14.0,1758096.0,Unreliable
231,,Illinois,17.0,2019.0,2019.0,"Brain, unspecified - Malignant neoplasms",C71.9,35-44 years,35-44,32.0,1637135.0,2
232,,Illinois,17.0,2019.0,2019.0,Malignant neoplasm without specification of site,C80,35-44 years,35-44,16.0,1637135.0,Unreliable
233,,Illinois,17.0,2020.0,2020.0,"Stomach, unspecified - Malignant neoplasms",C16.9,35-44 years,35-44,14.0,1636418.0,Unreliable
234,,Illinois,17.0,2020.0,2020.0,"Colon, unspecified - Malignant neoplasms",C18.9,35-44 years,35-44,31.0,1636418.0,1.9
235,,Illinois,17.0,2020.0,2020.0,Malignant neoplasm of rectum,C20,35-44 years,35-44,11.0,1636418.0,Unreliable
236,,Illinois,17.0,2020.0,2020.0,"Pancreas, unspecified - Malignant neoplasms",C25.9,35-44 years,35-44,17.0,1636418.0,Unreliable
237,,Illinois,17.0,2020.0,2020.0,"Bronchus or lung, unspecified - Malignant neoplasms",C34.9,35-44 years,35-44,20.0,1636418.0,1.2
238,,Illinois,17.0,2020.0,2020.0,"Malignant melanoma of skin, unspecified - Malignant neoplasms",C43.9,35-44 years,35-44,10.0,1636418.0,Unreliable
239,,Illinois,17.0,2020.0,2020.0,"Connective and soft tissue, unspecified - Malignant neoplasms",C49.9,35-44 years,35-44,16.0,1636418.0,Unreliable
240,,Illinois,17.0,2020.0,2020.0,"Breast, unspecified - Malignant neoplasms",C50.9,25-34 years,25-34,13.0,1741284.0,Unreliable
241,,Illinois,17.0,2020.0,2020.0,"Breast, unspecified - Malignant neoplasms",C50.9,35-44 years,35-44,67.0,1636418.0,4.1
242,,Illinois,17.0,2020.0,2020.0,"Cervix uteri, unspecified - Malignant neoplasms",C53.9,35-44 years,35-44,18.0,1636418.0,Unreliable
243,,Illinois,17.0,2020.0,2020.0,Malignant neoplasm of ovary,C56,35-44 years,35-44,11.0,1636418.0,Unreliable
244,,Illinois,17.0,2020.0,2020.0,"Brain, unspecified - Malignant neoplasms",C71.9,25-34 years,25-34,18.0,1741284.0,Unreliable
245,,Illinois,17.0,2020.0,2020.0,"Brain, unspecified - Malignant neoplasms",C71.9,35-44 years,35-44,25.0,1636418.0,1.5
246,,Illinois,17.0,2020.0,2020.0,Malignant neoplasm without specification of site,C80,35-44 years,35-44,25.0,1636418.0,1.5
247,,Illinois,17.0,2020.0,2020.0,Acute myeloid leukaemia - Malignant neoplasms,C92.0,35-44 years,35-44,12.0,1636418.0,Unreliable
248,,Indiana,18.0,2019.0,2019.0,"Oesophagus, unspecified - Malignant neoplasms",C15.9,35-44 years,35-44,10.0,828959.0,Unreliable
249,,Indiana,18.0,2019.0,2019.0,"Colon, unspecified - Malignant neoplasms",C18.9,35-44 years,35-44,27.0,828959.0,3.3
250,,Indiana,18.0,2019.0,2019.0,"Bronchus or lung, unspecified - Malignant neoplasms",C34.9,35-44 years,35-44,19.0,828959.0,Unreliable
251,,Indiana,18.0,2019.0,2019.0,"Breast, unspecified - Malignant neoplasms",C50.9,35-44 years,35-44,39.0,828959.0,4.7
252,,Indiana,18.0,2019.0,2019.0,"Cervix uteri, unspecified - Malignant neoplasms",C53.9,35-44 years,35-44,18.0,828959.0,Unreliable
253,,Indiana,18.0,2019.0,2019.0,"Brain, unspecified - Malignant neoplasms",C71.9,35-44 years,35-44,23.0,828959.0,2.8
254,,Indiana,18.0,2020.0,2020.0,"Colon, unspecified - Malignant neoplasms",C18.9,35-44 years,35-44,21.0,835433.0,2.5
255,,Indiana,18.0,2020.0,2020.0,"Pancreas, unspecified - Malignant neoplasms",C25.9,35-44 years,35-44,14.0,835433.0,Unreliable
256,,Indiana,18.0,2020.0,2020.0,"Bronchus or lung, unspecified - Malignant neoplasms",C34.9,35-44 years,35-44,16.0,835433.0,Unreliable
257,,Indiana,18.0,2020.0,2020.0,"Malignant melanoma of skin, unspecified - Malignant neoplasms",C43.9,35-44 years,35-44,12.0,835433.0,Unreliable
258,,Indiana,18.0,2020.0,2020.0,"Breast, unspecified - Malignant neoplasms",C50.9,35-44 years,35-44,33.0,835433.0,4
259,,Indiana,18.0,2020.0,2020.0,"Cervix uteri, unspecified - Malignant neoplasms",C53.9,35-44 years,35-44,16.0,835433.0,Unreliable
260,,Indiana,18.0,2020.0,2020.0,"Brain, unspecified - Malignant neoplasms",C71.9,35-44 years,35-44,13.0,835433.0,Unreliable
261,,Iowa,19.0,2019.0,2019.0,"Breast, unspecified - Malignant neoplasms",C50.9,35-44 years,35-44,13.0,385215.0,Unreliable
262,,Iowa,19.0,2020.0,2020.0,"Breast, unspecified - Malignant neoplasms",C50.9,35-44 years,35-44,13.0,390589.0,Unreliable
263,,Kansas,20.0,2019.0,2019.0,"Bronchus or lung, unspecified - Malignant neoplasms",C34.9,35-44 years,35-44,10.0,361029.0,Unreliable
264,,Kansas,20.0,2019.0,2019.0,"Breast, unspecified - Malignant neoplasms",C50.9,35-44 years,35-44,16.0,361029.0,Unreliable
265,,Kansas,20.0,2020.0,2020.0,"Breast, unspecified - Malignant neoplasms",C50.9,35-44 years,35-44,14.0,365011.0,Unreliable
266,,Kentucky,21.0,2019.0,2019.0,"Colon, unspecified - Malignant neoplasms",C18.9,35-44 years,35-44,14.0,550953.0,Unreliable
267,,Kentucky,21.0,2019.0,2019.0,"Bronchus or lung, unspecified - Malignant neoplasms",C34.9,35-44 years,35-44,19.0,550953.0,Unreliable
268,,Kentucky,21.0,2019.0,2019.0,"Breast, unspecified - Malignant neoplasms",C50.9,25-34 years,25-34,10.0,587380.0,Unreliable
269,,Kentucky,21.0,2019.0,2019.0,"Breast, unspecified - Malignant neoplasms",C50.9,35-44 years,35-44,30.0,550953.0,5.4
270,,Kentucky,21.0,2019.0,2019.0,"Cervix uteri, unspecified - Malignant neoplasms",C53.9,35-44 years,35-44,14.0,550953.0,Unreliable
271,,Kentucky,21.0,2019.0,2019.0,"Brain, unspecified - Malignant neoplasms",C71.9,35-44 years,35-44,15.0,550953.0,Unreliable
272,,Kentucky,21.0,2020.0,2020.0,"Stomach, unspecified - Malignant neoplasms",C16.9,35-44 years,35-44,10.0,550941.0,Unreliable
273,,Kentucky,21.0,2020.0,2020.0,"Bronchus or lung, unspecified - Malignant neoplasms",C34.9,35-44 years,35-44,23.0,550941.0,4.2
274,,Kentucky,21.0,2020.0,2020.0,"Breast, unspecified - Malignant neoplasms",C50.9,35-44 years,35-44,35.0,550941.0,6.4
275,,Kentucky,21.0,2020.0,2020.0,"Cervix uteri, unspecified - Malignant neoplasms",C53.9,35-44 years,35-44,11.0,550941.0,Unreliable
276,,Kentucky,21.0,2020.0,2020.0,Malignant neoplasm without specification of site,C80,35-44 years,35-44,13.0,550941.0,Unreliable
277,,Louisiana,22.0,2019.0,2019.0,"Bronchus or lung, unspecified - Malignant neoplasms",C34.9,35-44 years,35-44,16.0,589854.0,Unreliable
278,,Louisiana,22.0,2019.0,2019.0,"Breast, unspecified - Malignant neoplasms",C50.9,35-44 years,35-44,35.0,589854.0,5.9
279,,Louisiana,22.0,2019.0,2019.0,"Cervix uteri, unspecified - Malignant neoplasms",C53.9,35-44 years,35-44,17.0,589854.0,Unreliable
280,,Louisiana,22.0,2019.0,2019.0,"Brain, unspecified - Malignant neoplasms",C71.9,35-44 years,35-44,11.0,589854.0,Unreliable
281,,Louisiana,22.0,2019.0,2019.0,Malignant neoplasm without specification of site,C80,35-44 years,35-44,11.0,589854.0,Unreliable
282,,Louisiana,22.0,2020.0,2020.0,"Colon, unspecified - Malignant neoplasms",C18.9,35-44 years,35-44,15.0,597727.0,Unreliable
283,,Louisiana,22.0,2020.0,2020.0,"Bronchus or lung, unspecified - Malignant neoplasms",C34.9,35-44 years,35-44,15.0,597727.0,Unreliable
284,,Louisiana,22.0,2020.0,2020.0,"Breast, unspecified - Malignant neoplasms",C50.9,35-44 years,35-44,22.0,597727.0,3.7
285,,Louisiana,22.0,2020.0,2020.0,Malignant neoplasm without specification of site,C80,35-44 years,35-44,10.0,597727.0,Unreliable
286,,Maryland,24.0,2019.0,2019.0,"Colon, unspecified - Malignant neoplasms",C18.9,35-44 years,35-44,19.0,782213.0,Unreliable
287,,Maryland,24.0,2019.0,2019.0,"Bronchus or lung, unspecified - Malignant neoplasms",C34.9,35-44 years,35-44,11.0,782213.0,Unreliable
288,,Maryland,24.0,2019.0,2019.0,"Breast, unspecified - Malignant neoplasms",C50.9,25-34 years,25-34,10.0,829249.0,Unreliable
289,,Maryland,24.0,2019.0,2019.0,"Breast, unspecified - Malignant neoplasms",C50.9,35-44 years,35-44,31.0,782213.0,4
290,,Maryland,24.0,2020.0,2020.0,"Stomach, unspecified - Malignant neoplasms",C16.9,35-44 years,35-44,10.0,792009.0,Unreliable
291,,Maryland,24.0,2020.0,2020.0,"Colon, unspecified - Malignant neoplasms",C18.9,35-44 years,35-44,17.0,792009.0,Unreliable
292,,Maryland,24.0,2020.0,2020.0,"Pancreas, unspecified - Malignant neoplasms",C25.9,35-44 years,35-44,10.0,792009.0,Unreliable
293,,Maryland,24.0,2020.0,2020.0,"Breast, unspecified - Malignant neoplasms",C50.9,35-44 years,35-44,51.0,792009.0,6.4
294,,Maryland,24.0,2020.0,2020.0,"Cervix uteri, unspecified - Malignant neoplasms",C53.9,35-44 years,35-44,12.0,792009.0,Unreliable
295,,Maryland,24.0,2020.0,2020.0,"Brain, unspecified - Malignant neoplasms",C71.9,25-34 years,25-34,11.0,826201.0,Unreliable
296,,Maryland,24.0,2020.0,2020.0,"Brain, unspecified - Malignant neoplasms",C71.9,35-44 years,35-44,16.0,792009.0,Unreliable
297,,Massachusetts,25.0,2019.0,2019.0,"Colon, unspecified - Malignant neoplasms",C18.9,35-44 years,35-44,16.0,848373.0,Unreliable
298,,Massachusetts,25.0,2019.0,2019.0,"Bronchus or lung, unspecified - Malignant neoplasms",C34.9,35-44 years,35-44,12.0,848373.0,Unreliable
299,,Massachusetts,25.0,2019.0,2019.0,"Breast, unspecified - Malignant neoplasms",C50.9,35-44 years,35-44,27.0,848373.0,3.2
300,,Massachusetts,25.0,2019.0,2019.0,"Brain, unspecified - Malignant neoplasms",C71.9,35-44 years,35-44,23.0,848373.0,2.7
301,,Massachusetts,25.0,2020.0,2020.0,"Colon, unspecified - Malignant neoplasms",C18.9,35-44 years,35-44,15.0,859166.0,Unreliable
302,,Massachusetts,25.0,2020.0,2020.0,"Pancreas, unspecified - Malignant neoplasms",C25.9,35-44 years,35-44,10.0,859166.0,Unreliable
303,,Massachusetts,25.0,2020.0,2020.0,"Bronchus or lung, unspecified - Malignant neoplasms",C34.9,35-44 years,35-44,16.0,859166.0,Unreliable
304,,Massachusetts,25.0,2020.0,2020.0,"Breast, unspecified - Malignant neoplasms",C50.9,35-44 years,35-44,25.0,859166.0,2.9
305,,Massachusetts,25.0,2020.0,2020.0,"Brain, unspecified - Malignant neoplasms",C71.9,35-44 years,35-44,15.0,859166.0,Unreliable
306,,Michigan,26.0,2019.0,2019.0,"Colon, unspecified - Malignant neoplasms",C18.9,35-44 years,35-44,17.0,1166172.0,Unreliable
307,,Michigan,26.0,2019.0,2019.0,"Pancreas, unspecified - Malignant neoplasms",C25.9,35-44 years,35-44,19.0,1166172.0,Unreliable
308,,Michigan,26.0,2019.0,2019.0,"Bronchus or lung, unspecified - Malignant neoplasms",C34.9,35-44 years,35-44,25.0,1166172.0,2.1
309,,Michigan,26.0,2019.0,2019.0,"Malignant melanoma of skin, unspecified - Malignant neoplasms",C43.9,35-44 years,35-44,14.0,1166172.0,Unreliable
310,,Michigan,26.0,2019.0,2019.0,"Breast, unspecified - Malignant neoplasms",C50.9,25-34 years,25-34,12.0,1311614.0,Unreliable
311,,Michigan,26.0,2019.0,2019.0,"Breast, unspecified - Malignant neoplasms",C50.9,35-44 years,35-44,68.0,1166172.0,5.8
312,,Michigan,26.0,2019.0,2019.0,"Cervix uteri, unspecified - Malignant neoplasms",C53.9,35-44 years,35-44,10.0,1166172.0,Unreliable
313,,Michigan,26.0,2019.0,2019.0,"Brain, unspecified - Malignant neoplasms",C71.9,15-24 years,15-24,10.0,1326325.0,Unreliable
314,,Michigan,26.0,2019.0,2019.0,"Brain, unspecified - Malignant neoplasms",C71.9,25-34 years,25-34,10.0,1311614.0,Unreliable
315,,Michigan,26.0,2019.0,2019.0,"Brain, unspecified - Malignant neoplasms",C71.9,35-44 years,35-44,28.0,1166172.0,2.4
316,,Michigan,26.0,2019.0,2019.0,Malignant neoplasm without specification of site,C80,35-44 years,35-44,13.0,1166172.0,Unreliable
317,,Michigan,26.0,2020.0,2020.0,"Colon, unspecified - Malignant neoplasms",C18.9,35-44 years,35-44,26.0,1171196.0,2.2
318,,Michigan,26.0,2020.0,2020.0,"Pancreas, unspecified - Malignant neoplasms",C25.9,35-44 years,35-44,13.0,1171196.0,Unreliable
319,,Michigan,26.0,2020.0,2020.0,"Bronchus or lung, unspecified - Malignant neoplasms",C34.9,35-44 years,35-44,20.0,1171196.0,1.7
320,,Michigan,26.0,2020.0,2020.0,"Breast, unspecified - Malignant neoplasms",C50.9,25-34 years,25-34,10.0,1317802.0,Unreliable
321,,Michigan,26.0,2020.0,2020.0,"Breast, unspecified - Malignant neoplasms",C50.9,35-44 years,35-44,55.0,1171196.0,4.7
322,,Michigan,26.0,2020.0,2020.0,"Cervix uteri, unspecified - Malignant neoplasms",C53.9,35-44 years,35-44,16.0,1171196.0,Unreliable
323,,Michigan,26.0,2020.0,2020.0,Malignant neoplasm of ovary,C56,35-44 years,35-44,14.0,1171196.0,Unreliable
324,,Michigan,26.0,2020.0,2020.0,"Brain, unspecified - Malignant neoplasms",C71.9,25-34 years,25-34,11.0,1317802.0,Unreliable
325,,Michigan,26.0,2020.0,2020.0,"Brain, unspecified - Malignant neoplasms",C71.9,35-44 years,35-44,24.0,1171196.0,2
326,,Michigan,26.0,2020.0,2020.0,Malignant neoplasm without specification of site,C80,35-44 years,35-44,12.0,1171196.0,Unreliable
327,,Minnesota,27.0,2019.0,2019.0,"Colon, unspecified - Malignant neoplasms",C18.9,35-44 years,35-44,15.0,725577.0,Unreliable
328,,Minnesota,27.0,2019.0,2019.0,"Breast, unspecified - Malignant neoplasms",C50.9,35-44 years,35-44,28.0,725577.0,3.9
329,,Minnesota,27.0,2019.0,2019.0,"Brain, unspecified - Malignant neoplasms",C71.9,25-34 years,25-34,11.0,762616.0,Unreliable
330,,Minnesota,27.0,2019.0,2019.0,"Brain, unspecified - Malignant neoplasms",C71.9,35-44 years,35-44,15.0,725577.0,Unreliable
331,,Minnesota,27.0,2020.0,2020.0,"Colon, unspecified - Malignant neoplasms",C18.9,35-44 years,35-44,13.0,739952.0,Unreliable
332,,Minnesota,27.0,2020.0,2020.0,"Pancreas, unspecified - Malignant neoplasms",C25.9,35-44 years,35-44,11.0,739952.0,Unreliable
333,,Minnesota,27.0,2020.0,2020.0,"Breast, unspecified - Malignant neoplasms",C50.9,35-44 years,35-44,37.0,739952.0,5
334,,Minnesota,27.0,2020.0,2020.0,"Brain, unspecified - Malignant neoplasms",C71.9,25-34 years,25-34,10.0,760397.0,Unreliable
335,,Minnesota,27.0,2020.0,2020.0,"Brain, unspecified - Malignant neoplasms",C71.9,35-44 years,35-44,19.0,739952.0,Unreliable
336,,Mississippi,28.0,2019.0,2019.0,"Colon, unspecified - Malignant neoplasms",C18.9,35-44 years,35-44,19.0,365754.0,Unreliable
337,,Mississippi,28.0,2019.0,2019.0,"Bronchus or lung, unspecified - Malignant neoplasms",C34.9,35-44 years,35-44,10.0,365754.0,Unreliable
338,,Mississippi,28.0,2019.0,2019.0,"Breast, unspecified - Malignant neoplasms",C50.9,35-44 years,35-44,16.0,365754.0,Unreliable
339,,Mississippi,28.0,2019.0,2019.0,"Cervix uteri, unspecified - Malignant neoplasms",C53.9,35-44 years,35-44,16.0,365754.0,Unreliable
340,,Mississippi,28.0,2020.0,2020.0,"Colon, unspecified - Malignant neoplasms",C18.9,35-44 years,35-44,14.0,365340.0,Unreliable
341,,Mississippi,28.0,2020.0,2020.0,"Bronchus or lung, unspecified - Malignant neoplasms",C34.9,35-44 years,35-44,14.0,365340.0,Unreliable
342,,Mississippi,28.0,2020.0,2020.0,"Breast, unspecified - Malignant neoplasms",C50.9,35-44 years,35-44,22.0,365340.0,6
343,,Mississippi,28.0,2020.0,2020.0,"Brain, unspecified - Malignant neoplasms",C71.9,35-44 years,35-44,10.0,365340.0,Unreliable
344,,Missouri,29.0,2019.0,2019.0,"Colon, unspecified - Malignant neoplasms",C18.9,35-44 years,35-44,18.0,753739.0,Unreliable
345,,Missouri,29.0,2019.0,2019.0,"Pancreas, unspecified - Malignant neoplasms",C25.9,35-44 years,35-44,14.0,753739.0,Unreliable
346,,Missouri,29.0,2019.0,2019.0,"Breast, unspecified - Malignant neoplasms",C50.9,35-44 years,35-44,42.0,753739.0,5.6
347,,Missouri,29.0,2019.0,2019.0,"Brain, unspecified - Malignant neoplasms",C71.9,35-44 years,35-44,13.0,753739.0,Unreliable
348,,Missouri,29.0,2019.0,2019.0,Malignant neoplasm without specification of site,C80,35-44 years,35-44,10.0,753739.0,Unreliable
349,,Missouri,29.0,2020.0,2020.0,"Colon, unspecified - Malignant neoplasms",C18.9,35-44 years,35-44,23.0,762624.0,3
350,,Missouri,29.0,2020.0,2020.0,"Bronchus or lung, unspecified - Malignant neoplasms",C34.9,35-44 years,35-44,17.0,762624.0,Unreliable
351,,Missouri,29.0,2020.0,2020.0,"Malignant melanoma of skin, unspecified - Malignant neoplasms",C43.9,35-44 years,35-44,11.0,762624.0,Unreliable
352,,Missouri,29.0,2020.0,2020.0,"Breast, unspecified - Malignant neoplasms",C50.9,35-44 years,35-44,28.0,762624.0,3.7
353,,Missouri,29.0,2020.0,2020.0,"Cervix uteri, unspecified - Malignant neoplasms",C53.9,35-44 years,35-44,13.0,762624.0,Unreliable
354,,Missouri,29.0,2020.0,2020.0,"Brain, unspecified - Malignant neoplasms",C71.9,35-44 years,35-44,24.0,762624.0,3.1
355,,Nebraska,31.0,2019.0,2019.0,"Breast, unspecified - Malignant neoplasms",C50.9,35-44 years,35-44,12.0,243139.0,Unreliable
